1000 0.001455 0.001050 0.001070 0.001074 
6001 0.026453 0.010840 0.015873 0.012470 
11002 0.095185 0.031687 0.038433 0.033754 
16003 0.222708 0.059948 0.081207 0.069905 
21004 0.397036 0.096936 0.125584 0.103204 
26005 0.632449 0.143653 0.187149 0.166219 
31006 0.900175 0.200914 0.261700 0.241035 
36007 1.247240 0.265382 0.341762 0.289825 
41008 1.633681 0.336937 0.444465 0.372614 
46009 2.130773 0.422346 0.546655 0.435041 
