100 0.003023 0.000660 0.000590 0.000533 
200 0.011004 0.005594 0.005282 0.005010 
300 0.036635 0.018894 0.019588 0.019325 
400 0.099201 0.053293 0.050064 0.048162 
500 0.191457 0.102841 0.102182 0.101179 
600 0.317416 0.177242 0.228911 0.301990 
700 0.530356 0.302157 0.269556 0.251804 
800 1.125727 0.620731 0.501847 0.621863 
900 1.449902 0.811124 0.727132 0.688198 
